bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city,model
Hatchback,5,57423,2018,Petrol,2,Manual,634000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,60942,2015,Petrol,1,Automatic,527000,Third Party,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
SUV,5,70000,2018,Petrol,1,Automatic,900000,Third Party,1591,Hyundai,6,13.0,FWD,Bangalore,Hyundai Creta
SUV,5,80000,2018,Diesel,2,Manual,1500000,Third Party,1956,Jeep,6,17.1,4WD,Bangalore,Jeep Compass
SUV,5,19875,2021,Diesel,1,Automatic,3000000,Comprehensive,1997,Citroen,8,18.6,FWD,Bangalore,Citroen C5 Aircross
SUV,7,20000,2022,Diesel,1,Automatic,2750000,Third Party,2198,Mahindra,6,18.9,FWD,Bangalore,Mahindra XUV700
Hatchback,5,10000,2021,Petrol,2,Manual,650000,Third Party,1197,Hyundai,5,20.7,FWD,Bangalore,Hyundai Grand i10 Nios
MUV,7,120000,2012,Diesel,2,Manual,965000,Third Party,2494,Toyota,5,12.99,FWD,Bangalore,Toyota Innova
SUV,5,20000,2022,Petrol,1,Automatic,3600000,Third Party,1984,Volkswagen,7,12.65,AWD,Bangalore,Volkswagen Tiguan
Sedan,5,120000,2013,Diesel,4,Manual,400000,Third Party,1582,Hyundai,6,22.32,FWD,Bangalore,Hyundai Verna
Sedan,5,50000,2009,Petrol,1,Manual,300000,Third Party,1368,Fiat,5,16.0,FWD,Bangalore,Fiat Linea
Sedan,5,30000,2018,Diesel,1,Automatic,3400000,Third Party,1995,BMW,8,21.76,RWD,Bangalore,BMW 3 Series GT
Hatchback,5,14949,2020,Petrol,1,Manual,982000,Zero Dep,998,Hyundai,6,20.0,FWD,Bangalore,Hyundai i20
Hatchback,5,77995,2017,Petrol,1,Automatic,674000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
SUV,5,20000,2021,Petrol,1,Manual,810000,Third Party,1199,Tata,6,17.33,FWD,Bangalore,Tata Nexon
Sedan,5,40908,2020,Petrol,1,Manual,792000,Comprehensive,1462,Maruti,5,20.65,FWD,Bangalore,Maruti Ciaz
Hatchback,5,39693,2016,Petrol,2,Automatic,513000,Comprehensive,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
Sedan,5,40000,2010,Petrol,1,Manual,360000,Third Party,1599,Hyundai,5,16.2,RWD,Bangalore,Hyundai Verna
Hatchback,5,63411,2016,Petrol,1,Manual,579000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,30000,2018,Petrol,1,Manual,550000,Third Party,1197,Maruti,5,22.0,FWD,Bangalore,Maruti Swift
Hatchback,5,94221,2014,Petrol,2,Manual,383000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,93975,2017,Petrol,1,Manual,605000,Third Party,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
SUV,5,30000,2019,Petrol,1,Manual,985000,Third Party,1197,Mahindra,6,16.82,FWD,Bangalore,Mahindra XUV300
Hatchback,5,30155,2020,Petrol,2,Manual,935000,Third Party,999,Volkswagen,6,18.24,FWD,Bangalore,Volkswagen Polo
Hatchback,5,59006,2016,Petrol,2,Manual,675000,Third Party,1198,Volkswagen,5,16.47,FWD,Bangalore,Volkswagen Polo
Hatchback,5,100000,2004,Petrol,4,Manual,135000,Third Party,993,Maruti,5,17.3,FWD,Bangalore,Maruti Zen
SUV,5,18570,2022,Petrol,1,Automatic,1345000,Third Party,1199,Tata,6,16.35,FWD,Bangalore,Tata Nexon
MUV,7,48246,2021,Diesel,1,Manual,2365000,Comprehensive,2393,Toyota,5,12.0,RWD,Bangalore,Toyota Innova Crysta
Hatchback,5,61263,2016,Diesel,1,Manual,734000,Third Party,1248,Maruti,5,27.39,FWD,Bangalore,Maruti Baleno
SUV,5,65507,2017,Petrol,2,Manual,701000,Third Party,1199,Honda,5,17.5,FWD,Bangalore,Honda WR-V
SUV,5,100000,2014,Diesel,1,Manual,535000,Third Party,1461,Renault,5,20.46,FWD,Bangalore,Renault Duster
SUV,5,26158,2017,Petrol,1,Manual,789000,Comprehensive,1199,Honda,5,17.5,FWD,Bangalore,Honda WR-V
Hatchback,5,35250,2015,Petrol,1,Manual,548000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
SUV,7,65965,2012,Diesel,1,Manual,350000,Comprehensive,1493,Mahindra,5,17.21,RWD,Bangalore,Mahindra Quanto
Hatchback,5,40304,2015,Petrol,2,Manual,476999,Comprehensive,998,Maruti,5,25.24,FWD,Bangalore,Maruti Celerio
SUV,5,80000,2013,Diesel,1,Automatic,1525000,Comprehensive,2179,Land Rover,6,12.35,4WD,Bangalore,Land Rover Freelander 2
Hatchback,5,56661,2014,Petrol,1,Manual,515000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,90213,2016,Petrol,2,Manual,562000,Comprehensive,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Sedan,5,70000,2010,Petrol,3,Manual,345000,Third Party,1598,Volkswagen,5,15.04,FWD,Bangalore,Volkswagen Vento
Sedan,5,120000,2013,Diesel,4,Manual,475000,Third Party,1582,Hyundai,6,22.32,FWD,Bangalore,Hyundai Verna
SUV,5,10000,2021,Petrol,2,Manual,670000,Third Party,999,Nissan,5,18.75,FWD,Bangalore,Nissan Magnite
Hatchback,5,20739,2021,Petrol,1,Automatic,950000,Comprehensive,1199,Honda,7,17.1,FWD,Bangalore,Honda Jazz
Hatchback,5,20000,2020,Petrol,2,Manual,700000,Third Party,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Sedan,5,70000,2004,Petrol,1,Manual,80000,Third Party,1389,Opel,5,14.2,FWD,Bangalore,OpelCorsa
SUV,4,10000,2021,Petrol,1,Automatic,1500000,Third Party,1997,Mahindra,6,15.2,4WD,Bangalore,Mahindra Thar
Sedan,5,60000,2009,Diesel,3,Manual,370000,Third Party,1991,Chevrolet,5,18.3,FWD,Bangalore,Chevrolet Cruze
Hatchback,5,70000,2015,Diesel,1,Manual,550000,Third Party,1396,Hyundai,6,22.54,FWD,Bangalore,Hyundai i20
Hatchback,5,47127,2015,Petrol,2,Manual,581000,Comprehensive,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Hatchback,5,47038,2017,Petrol,1,Manual,582000,Comprehensive,1197,Maruti,5,20.4,FWD,Bangalore,Maruti Swift
Sedan,5,120000,2007,Petrol,3,Manual,185000,Third Party,1497,Honda,5,17.7,FWD,Bangalore,Honda City
Hatchback,5,40769,2018,Petrol,1,Manual,531000,Third Party,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,34757,2017,Petrol,1,Manual,558000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,100000,2006,Petrol,3,Manual,155000,Third Party,1086,Hyundai,5,17.0,FWD,Bangalore,Hyundai Santro Xing
Hatchback,5,88119,2016,Petrol,2,Automatic,508000,Comprehensive,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
SUV,7,120000,2015,Diesel,1,Automatic,2060000,Third Party,2982,Toyota,5,12.55,4WD,Bangalore,Toyota Fortuner
Hatchback,5,57176,2017,Petrol,1,Manual,542000,Third Party,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,62223,2015,Petrol,2,Manual,501000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
MUV,7,55000,2018,Petrol,1,Manual,875000,Third Party,1462,Maruti,5,19.34,RWD,Bangalore,Maruti Ertiga
SUV,7,52000,2020,Diesel,1,Manual,1370000,Third Party,2179,Mahindra,6,18.9,FWD,Bangalore,Mahindra Scorpio
Minivans,5,63251,2018,Petrol,1,Manual,484999,Comprehensive,1196,Maruti,5,16.11,FWD,Bangalore,Maruti Eeco
Hatchback,5,20000,2010,Petrol,3,Manual,300000,Third Party,1197,Hyundai,5,20.36,FWD,Bangalore,Hyundai i10
Sedan,5,60000,2009,Diesel,3,Manual,350000,Third Party,1991,Chevrolet,5,18.3,FWD,Bangalore,Chevrolet Cruze
SUV,5,20000,2021,Diesel,1,Automatic,3250000,Third Party,1997,Citroen,8,18.6,FWD,Bangalore,Citroen C5 Aircross
Sedan,5,80000,2004,Petrol,2,Manual,55000,Third Party,1597,Ford,5,14.2,FWD,Bangalore,Ford Ikon
Hatchback,5,40000,2018,Petrol,1,Automatic,630000,Third Party,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
SUV,7,20000,2022,Diesel,1,Automatic,2475000,Third Party,1956,Tata,6,14.08,FWD,Bangalore,Tata New Safari
Hatchback,5,67444,2012,Petrol,1,Manual,417000,Third Party,1197,Hyundai,5,18.5,FWD,Bangalore,Hyundai i20
Hatchback,5,63837,2016,Petrol,2,Automatic,631000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
MUV,7,61000,2012,Diesel,2,Manual,465000,Comprehensive,2498,Mahindra,5,14.0,RWD,Bangalore,Mahindra Xylo
Hatchback,5,60777,2016,Petrol,1,Manual,544000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,39248,2016,Petrol,2,Manual,704000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Sedan,5,66000,2014,Diesel,1,Automatic,1975000,Comprehensive,1995,BMW,8,18.12,RWD,Bangalore,BMW 5 Series
Hatchback,5,96198,2015,Petrol,1,Manual,359000,Comprehensive,1198,Honda,5,19.4,FWD,Bangalore,Honda Brio
Sedan,5,50000,2013,Petrol,2,Automatic,520000,Third Party,1497,Honda,5,16.8,FWD,Bangalore,Honda City
Hatchback,5,81207,2015,Petrol,3,Manual,335000,Comprehensive,998,Maruti,5,20.51,FWD,Bangalore,Maruti Wagon R
Hatchback,5,48148,2021,Petrol,1,Manual,766000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,120000,2015,Petrol,1,Manual,350000,Third Party,998,Maruti,5,23.1,FWD,Bangalore,Maruti Celerio
Sedan,5,90000,2018,Diesel,3,Manual,480000,Third Party,1248,Tata,5,20.65,FWD,Bangalore,Tata Zest
SUV,7,60000,2017,Diesel,2,Manual,822000,Third Party,2523,Mahindra,5,18.06,4WD,Bangalore,Mahindra Thar
Sedan,5,120000,2009,Petrol,4,Manual,190000,Third Party,1368,Fiat,5,16.0,FWD,Bangalore,Fiat Linea
Sedan,5,70000,2008,Petrol,3,Automatic,600000,Third Party,2354,Honda,5,11.7,FWD,Bangalore,Honda New Accord
SUV,5,30000,2022,Diesel,1,Manual,994999,Third Party,1497,Mahindra,6,20.1,FWD,Bangalore,Mahindra XUV300
Hatchback,5,30000,2001,Petrol,3,Manual,120000,Third Party,796,Maruti,4,14.0,FWD,Bangalore,Maruti Omni
SUV,5,120000,2013,Diesel,2,Manual,575000,Third Party,1461,Nissan,6,19.01,FWD,Bangalore,Nissan Terrano
SUV,5,64389,2018,Diesel,2,Automatic,3795000,Comprehensive,2143,Mercedes-Benz,9,17.9,AWD,Bangalore,Mercedes-Benz GLC
Hatchback,5,60000,2014,Petrol,2,Manual,260000,Third Party,796,Maruti,5,22.74,FWD,Bangalore,Maruti Alto 800
Hatchback,5,67245,2015,Petrol,1,Manual,539000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Sedan,5,30518,2018,Petrol,2,Automatic,1006000,Zero Dep,1591,Hyundai,6,17.0,FWD,Bangalore,Hyundai Verna
Sedan,5,20000,2022,Petrol,1,Automatic,3900000,Third Party,1332,Mercedes-Benz,7,18.9,FWD,Bangalore,Mercedes-Benz A-Class Limousine
Sedan,5,102407,2018,Diesel,1,Manual,796000,Third Party,1248,Maruti,5,28.09,FWD,Bangalore,Maruti Ciaz
Hatchback,5,53606,2015,Petrol,1,Manual,636000,Zero Dep,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
SUV,5,90000,2015,Diesel,1,Manual,1400000,Third Party,1968,Skoda,6,17.67,AWD,Bangalore,Skoda Yeti
Hatchback,5,44253,2016,Petrol,2,Manual,615000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Minivans,5,40000,2021,CNG,1,Manual,500000,Third Party,1196,Maruti,5,417.59999999999997,FWD,Bangalore,Maruti Eeco
Hatchback,5,34702,2021,Petrol,1,Manual,718000,Third Party,1199,Tata,5,19.01,FWD,Bangalore,Tata Tiago
Hatchback,5,42762,2012,Petrol,1,Manual,436000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,50000,2015,Petrol,2,Manual,280000,Third Party,998,Maruti,5,23.95,FWD,Bangalore,Maruti Alto K10
MUV,7,30000,2022,Petrol,1,Automatic,780000,Third Party,999,Renault,5,18.2,FWD,Bangalore,Renault Triber
SUV,7,80000,2016,Diesel,2,Automatic,900000,Third Party,1997,Mahindra,6,16.0,FWD,Bangalore,Mahindra XUV500
MUV,7,20000,2022,CNG,1,Manual,1300000,Third Party,1462,Maruti,5,26.11,RWD,Bangalore,Maruti Ertiga
Sedan,5,50000,2014,CNG,2,Manual,300000,Third Party,1586,Maruti,5,22.1,FWD,Bangalore,Maruti SX4
Sedan,5,28000,2019,Petrol,1,Automatic,3675000,Comprehensive,1999,Jaguar,8,13.5,RWD,Bangalore,Jaguar XE
Sedan,5,40000,2020,Petrol,1,Manual,670000,Third Party,1197,Maruti,5,21.21,FWD,Bangalore,Maruti Swift Dzire
Hatchback,5,10000,2020,Petrol,1,Manual,900000,Third Party,1197,Maruti,5,21.01,FWD,Bangalore,Maruti Baleno
Hatchback,5,60000,2016,Petrol,1,Manual,600000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,110000,2008,Petrol,4,Manual,110000,Third Party,995,Chevrolet,5,18.0,FWD,Bangalore,Chevrolet Spark
Hatchback,5,57459,2016,Petrol,1,Manual,605000,Third Party,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Hatchback,5,70381,2017,Petrol,1,Manual,559000,Zero Dep,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,90000,2012,Diesel,3,Manual,268000,Third Party,1199,Volkswagen,5,22.07,FWD,Bangalore,Volkswagen Polo
Sedan,5,80648,2020,Petrol,1,Manual,780000,Comprehensive,1462,Maruti,5,20.65,FWD,Bangalore,Maruti Ciaz
SUV,5,81853,2016,Petrol,2,Manual,864000,Comprehensive,1591,Hyundai,6,13.0,FWD,Bangalore,Hyundai Creta
Hatchback,5,40000,2009,Petrol,1,Manual,240000,Third Party,1086,Hyundai,5,17.92,FWD,Bangalore,Hyundai Santro Xing
Hatchback,5,90802,2012,Petrol,1,Manual,341000,Comprehensive,1198,Honda,5,19.4,FWD,Bangalore,Honda Brio
Hatchback,5,16502,2021,Petrol,1,Manual,513000,Zero Dep,1086,Hyundai,5,20.3,FWD,Bangalore,Hyundai Santro
Hatchback,5,31530,2021,Petrol,1,Manual,661000,Third Party,1197,Maruti,5,20.89,FWD,Bangalore,Maruti Ignis
MUV,7,120000,2017,Diesel,2,Manual,800000,Third Party,1248,Maruti,5,24.52,FWD,Bangalore,Maruti Ertiga
Hatchback,5,80000,2015,Diesel,2,Manual,520000,Third Party,1248,Maruti,5,25.2,FWD,Bangalore,Maruti Swift
Sedan,5,71086,2014,Petrol,1,Automatic,600000,Comprehensive,1497,Honda,5,18.0,FWD,Bangalore,Honda City
Hatchback,5,110000,2011,Diesel,2,Manual,300000,Third Party,1248,Maruti,5,21.1,FWD,Bangalore,Maruti Ritz
SUV,7,50000,2020,Diesel,1,Automatic,3750000,Comprehensive,3198,Ford,6,10.91,4WD,Bangalore,Ford Endeavour
Hatchback,5,18000,2021,Petrol,1,Automatic,1295000,Comprehensive,998,Hyundai,7,20.25,FWD,Bangalore,Hyundai i20 N Line
Sedan,5,60000,2014,Petrol,2,Manual,630000,Third Party,1497,Honda,5,17.4,FWD,Bangalore,Honda City
MUV,10,120000,2016,Diesel,3,Manual,475000,Third Party,2499,Chevrolet,5,13.58,FWD,Bangalore,Chevrolet Tavera
Hatchback,5,70000,2011,Petrol,2,Manual,275000,Third Party,1197,Hyundai,5,20.36,FWD,Bangalore,Hyundai i10
Hatchback,5,25000,2016,Petrol,4,Automatic,575000,Comprehensive,1199,Honda,5,19.0,FWD,Bangalore,Honda Jazz
Hatchback,5,69210,2012,Petrol,1,Manual,338000,Third Party,1198,Honda,5,19.4,FWD,Bangalore,Honda Brio
Hatchback,5,71165,2018,Petrol,2,Manual,604000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
SUV,7,10000,2022,Petrol,1,Automatic,13000000,Third Party,2998,BMW,8,10.54,AWD,Bangalore,BMW X7
Sedan,5,86543,2010,Diesel,3,Manual,327000,Third Party,1248,Maruti,5,19.3,RWD,Bangalore,Maruti Swift Dzire
Hatchback,5,67225,2016,Petrol,1,Automatic,621000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,100000,2017,Diesel,3,Manual,240000,Third Party,1396,Tata,5,25.0,FWD,Bangalore,Tata Indica V2
Hatchback,5,16247,2018,Petrol,1,Manual,621000,Zero Dep,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Sedan,5,80000,2007,Petrol,2,Manual,140000,Third Party,1390,Renault,5,15.7,FWD,Bangalore,Mahindra Renault Logan
Hatchback,5,39481,2017,Petrol,2,Automatic,708000,Zero Dep,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,61227,2018,Petrol,2,Manual,443000,Third Party,998,Maruti,5,25.24,FWD,Bangalore,Maruti Celerio
Sedan,5,80000,2006,Petrol,4,Manual,180000,Third Party,1497,Honda,5,17.7,FWD,Bangalore,Honda City
SUV,5,112521,2016,Diesel,1,Manual,700000,Comprehensive,1461,Renault,6,19.01,FWD,Bangalore,Renault Duster
SUV,5,20000,2020,Diesel,1,Manual,1800000,Third Party,1956,MG,6,17.41,FWD,Bangalore,MG Hector
Sedan,5,20000,2021,Petrol,1,Automatic,1450000,Third Party,1498,Honda,5,18.3,FWD,Bangalore,Honda City
Sedan,5,60000,2016,Petrol,2,Manual,520000,Third Party,1198,Volkswagen,5,17.0,FWD,Bangalore,Volkswagen Ameo
Hatchback,5,40000,2018,Petrol,2,Manual,470000,Third Party,1199,Tata,5,23.84,FWD,Bangalore,Tata Tiago
SUV,5,50000,2016,Diesel,1,Manual,600000,Third Party,1461,Renault,6,19.64,FWD,Bangalore,Renault Duster
SUV,5,100000,2016,Diesel,2,Automatic,1850000,Third Party,1968,Audi,7,15.17,AWD,Bangalore,Audi Q3
Hatchback,4,20000,2017,Electric,2,Automatic,459999,Third Party,72,Mahindra,5,140.0,FWD,Bangalore,Mahindra e2o Plus
Sedan,5,110000,2003,Petrol,2,Manual,75000,Third Party,1589,Opel,5,13.8,FWD,Bangalore,OpelCorsa
Hatchback,5,63359,2017,Petrol,2,Manual,649000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,125227,2017,Diesel,2,Manual,657000,Zero Dep,1396,Hyundai,6,22.54,FWD,Bangalore,Hyundai i20
Hatchback,5,100000,2012,Diesel,2,Manual,420000,Third Party,1199,Volkswagen,5,22.07,FWD,Bangalore,Volkswagen Polo
Hatchback,5,71884,2015,Diesel,2,Manual,629000,Third Party,1248,Maruti,5,25.2,FWD,Bangalore,Maruti Swift
Hatchback,5,79059,2012,Petrol,2,Manual,322000,Third Party,1198,Honda,5,19.4,FWD,Bangalore,Honda Brio
Hatchback,5,80000,2016,Petrol,2,Manual,620000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,69124,2013,Petrol,1,Manual,434999,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
MUV,8,120000,2012,Diesel,4,Manual,960000,Third Party,2494,Toyota,5,12.99,FWD,Bangalore,Toyota Innova
Hatchback,5,73340,2010,Petrol,1,Manual,317000,Comprehensive,1197,Maruti,5,18.5,FWD,Bangalore,Maruti Ritz
Hatchback,5,44268,2017,Petrol,2,Manual,574000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,10000,2022,Petrol,1,Manual,780000,Third Party,1198,Citroen,5,19.3,FWD,Bangalore,Citroen C3
Hatchback,5,60000,2018,Petrol,1,Manual,800000,Third Party,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Sedan,5,30000,2020,Petrol,1,Manual,925000,Third Party,1498,Honda,6,18.6,FWD,Bangalore,Honda City
Sedan,5,50000,2017,Petrol,1,Manual,775000,Third Party,1373,Maruti,5,20.73,FWD,Bangalore,Maruti Ciaz
Hatchback,4,80000,2011,Petrol,2,Manual,70000,Third Party,624,Tata,4,26.0,RWD,Bangalore,Tata Nano
SUV,5,70000,2014,Diesel,2,Manual,500000,Third Party,1461,Renault,6,19.01,FWD,Bangalore,Renault Duster
Sedan,5,120000,2009,Diesel,2,Manual,350000,Third Party,1248,Maruti,5,19.3,RWD,Bangalore,Maruti Swift Dzire
MUV,7,120000,2012,Diesel,2,Manual,1125000,Third Party,2494,Toyota,5,12.99,FWD,Bangalore,Toyota Innova
Sedan,5,20000,2020,Petrol,2,Automatic,830000,Third Party,1199,Honda,5,18.3,FWD,Bangalore,Honda Amaze
SUV,5,37354,2020,Diesel,1,Automatic,1475000,Third Party,1493,Kia,6,17.8,RWD,Bangalore,Kia Seltos
SUV,7,80426,2014,Diesel,2,Manual,834000,Comprehensive,2179,Mahindra,6,15.1,FWD,Bangalore,Mahindra XUV500
Sedan,5,89801,2016,Petrol,1,Manual,674000,Comprehensive,1373,Maruti,5,20.73,FWD,Bangalore,Maruti Ciaz
Sedan,5,120000,2004,Petrol,4,Manual,65000,Third Party,1389,Opel,5,14.2,FWD,Bangalore,OpelCorsa
Hatchback,5,69199,2019,Petrol,2,Manual,547000,Zero Dep,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,78249,2012,Petrol,3,Manual,413000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
MUV,8,26918,2018,Diesel,1,Manual,2325000,Comprehensive,2393,Toyota,5,13.68,RWD,Bangalore,Toyota Innova Crysta
Hatchback,5,29905,2021,Petrol,1,Manual,709000,Zero Dep,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
MUV,7,37678,2018,Diesel,2,Automatic,2295000,Comprehensive,2755,Toyota,6,11.36,RWD,Bangalore,Toyota Innova Crysta
Hatchback,5,60442,2017,Petrol,2,Manual,528000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
SUV,5,66463,2014,Diesel,1,Manual,691000,Comprehensive,1461,Renault,5,20.45,FWD,Bangalore,Renault Duster
Sedan,5,40844,2020,Petrol,1,Automatic,1145000,Comprehensive,999,Skoda,6,16.24,FWD,Bangalore,Skoda Rapid
Hatchback,5,62696,2021,Petrol,1,Manual,855000,Third Party,999,Volkswagen,6,18.9,FWD,Bangalore,Volkswagen Polo
Hatchback,5,30000,2021,Petrol,1,Automatic,800000,Third Party,1197,Maruti,5,21.21,FWD,Bangalore,Maruti Swift
Sedan,5,44000,2017,Petrol,1,Manual,550000,Comprehensive,1196,Ford,5,18.16,FWD,Bangalore,Ford Aspire
Hatchback,5,70000,2012,Petrol,2,Manual,400000,Third Party,1197,Hyundai,5,18.5,FWD,Bangalore,Hyundai i20
Hatchback,5,120000,2012,Diesel,1,Manual,130000,Third Party,1396,Tata,5,25.0,FWD,Bangalore,Tata Indica V2
Sedan,5,120000,2012,Diesel,4,Manual,375000,Third Party,1582,Hyundai,6,22.32,FWD,Bangalore,Hyundai Verna
Sedan,5,40000,2020,Petrol,1,Manual,650000,Third Party,1197,Maruti,5,21.21,FWD,Bangalore,Maruti Swift Dzire
SUV,5,10000,2021,Petrol,1,Automatic,2550000,Third Party,1368,Jeep,7,14.1,4WD,Bangalore,Jeep Compass
SUV,5,80000,2021,Diesel,1,Manual,1300000,Third Party,1493,Kia,6,18.9,FWD,Bangalore,Kia Sonet
Hatchback,5,79415,2016,Petrol,1,Manual,609000,Zero Dep,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Sedan,5,88411,2017,Diesel,1,Automatic,678000,Zero Dep,1248,Maruti,5,26.59,FWD,Bangalore,Maruti Swift Dzire
Sedan,5,120000,2011,Diesel,4,Manual,375000,Third Party,1598,Volkswagen,5,20.54,FWD,Bangalore,Volkswagen Vento
Hatchback,5,106516,2012,Diesel,1,Manual,449000,Third Party,1248,Maruti,5,22.9,FWD,Bangalore,Maruti Swift
Hatchback,5,88509,2015,Diesel,2,Manual,552000,Comprehensive,1248,Maruti,5,25.2,FWD,Bangalore,Maruti Swift
SUV,7,120000,2015,Diesel,1,Manual,925000,Third Party,1997,Mahindra,6,15.1,FWD,Bangalore,Mahindra XUV500
Sedan,5,80000,2004,Petrol,2,Manual,56000,Third Party,1597,Ford,5,14.2,FWD,Bangalore,Ford Ikon
Hatchback,5,44437,2013,Petrol,1,Manual,426000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,83731,2015,Diesel,2,Manual,607000,Third Party,1396,Hyundai,6,22.54,FWD,Bangalore,Hyundai i20
SUV,7,77000,2018,Diesel,1,Manual,844999,Comprehensive,1493,Mahindra,5,16.5,RWD,Bangalore,Mahindra Bolero Power Plus
SUV,5,23000,2020,Petrol,2,Automatic,1650000,Comprehensive,1451,MG,6,18.9,FWD,Bangalore,MG Hector
Hatchback,5,110000,2012,Diesel,3,Manual,240000,Third Party,1399,Ford,5,20.0,FWD,Bangalore,Ford Figo
Hatchback,5,30000,2022,Petrol,1,Automatic,680000,Third Party,1197,Maruti,5,20.52,FWD,Bangalore,Maruti Wagon R
MUV,7,120000,2006,Diesel,2,Manual,500000,Third Party,2494,Toyota,5,12.8,FWD,Bangalore,Toyota Innova
Sedan,5,60000,2011,Petrol,2,Manual,250000,Third Party,1368,Tata,5,13.7,FWD,Bangalore,Tata Manza
Hatchback,5,80000,2018,Petrol,1,Manual,720000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,4,110000,2011,Petrol,4,Manual,60000,Third Party,624,Tata,4,26.0,RWD,Bangalore,Tata Nano
Sedan,5,70000,2010,Petrol,5,Automatic,357000,Third Party,1798,Skoda,7,12.6,FWD,Bangalore,Skoda Superb
Sedan,5,45621,2018,Petrol,1,Manual,798000,Third Party,1462,Maruti,5,21.56,FWD,Bangalore,Maruti Ciaz
SUV,5,38199,2018,Diesel,2,Manual,858000,Zero Dep,1461,Renault,6,20.37,FWD,Bangalore,Renault Captur
Sedan,5,90000,2004,Petrol,3,Manual,80000,Third Party,1298,Maruti,5,15.9,FWD,Bangalore,Maruti Esteem
Hatchback,5,91660,2016,Petrol,1,Manual,608000,Zero Dep,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Sedan,5,51947,2015,Petrol,2,Manual,698000,Comprehensive,1497,Honda,5,17.4,FWD,Bangalore,Honda City
MUV,7,80000,2018,Diesel,2,Manual,1250000,Third Party,2179,Tata,6,17.6,AWD,Bangalore,Tata Hexa
SUV,5,76836,2016,Diesel,2,Manual,751000,Third Party,1248,Maruti,5,23.65,FWD,Bangalore,Maruti SX4 S Cross
